문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자 아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
M0049-0014,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,banabayo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A08
M0049-0015,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,sessamo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A04
M0049-0016,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,nkfire15,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A61
M0049-0017,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,haji59k11,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A10
M0049-0018,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,kntsklim8711,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A40
M0049-0019,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,bandohoist1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A61
M0046-0067,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,grand33,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A02
M0046-0068,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,hylokkoreaqa,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A47
M0046-0069,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,gisu1193,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A69
M0046-0070,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,heohyun24,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A07
M0046-0071,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,jmparkgood,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A65
M0046-0072,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,korval96,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A53
M0046-0073,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,sjvalve2,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A23
M0043-0075,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,hs2006432,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A49
M0043-0076,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,wnguseh1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C01
M0043-0077,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,caos0610,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A06
M0043-0078,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,solux6848,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A41
M0043-0079,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,qp,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A69
M0043-0080,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,sangkook89,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A57
M0043-0081,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,hs2010124,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A01
M0043-0082,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,hs2008962,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A56
M0045-0014,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,"추록 ""USNRC R.G 1.50(1973) "" 추가에 따른 기술검토",2021-12-13,2021-12-13,banabayo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"USNRC Reg. Guide 1.50(1973) R.G 1.50의 주요내용 C. REGULATORY POSITION Weld fabrication for low-alloy steel components should comply with the fabrication requirements specified in Section Ⅲ and Section Ⅸ of the ASME B&PV Code supplemented by the following: 1. The Procedure qualification should require that: a.A minimum preheat and a maximum interpass temperature be specified. b.The welding procedure be qualified at the minimum preheat temperature. 2. For production welds, the preheat temperature should be maintained until a post-weld heat treatment has been performed. 3. Production welding should be monitored to verify that the limits on preheat and interpass temperatures are maintained. 4. In the event that regulatory positions C.1., C.2. and C.3. above are not met, the weld is subject to rejection. However, the soundness of the weld may be verified by an acceptable examination procedure.","추록 ""USNRC R.G 1.50(1973)"" 적용 품목",정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A14
M0045-0015,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,"추록 ""USNRC R.G 1.50(1973) "" 추가에 따른 기술검토",2021-12-13,2021-12-13,sessamo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"USNRC Reg. Guide 1.50(1973) R.G 1.50의 주요내용 C. REGULATORY POSITION Weld fabrication for low-alloy steel components should comply with the fabrication requirements specified in Section Ⅲ and Section Ⅸ of the ASME B&PV Code supplemented by the following: 1. The Procedure qualification should require that: a.A minimum preheat and a maximum interpass temperature be specified. b.The welding procedure be qualified at the minimum preheat temperature. 2. For production welds, the preheat temperature should be maintained until a post-weld heat treatment has been performed. 3. Production welding should be monitored to verify that the limits on preheat and interpass temperatures are maintained. 4. In the event that regulatory positions C.1., C.2. and C.3. above are not met, the weld is subject to rejection. However, the soundness of the weld may be verified by an acceptable examination procedure.","추록 ""USNRC R.G 1.50(1973)"" 적용 품목",정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A02
M0045-0016,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,"추록 ""USNRC R.G 1.50(1973) "" 추가에 따른 기술검토",2021-12-13,2021-12-13,nkfire15,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"USNRC Reg. Guide 1.50(1973) R.G 1.50의 주요내용 C. REGULATORY POSITION Weld fabrication for low-alloy steel components should comply with the fabrication requirements specified in Section Ⅲ and Section Ⅸ of the ASME B&PV Code supplemented by the following: 1. The Procedure qualification should require that: a.A minimum preheat and a maximum interpass temperature be specified. b.The welding procedure be qualified at the minimum preheat temperature. 2. For production welds, the preheat temperature should be maintained until a post-weld heat treatment has been performed. 3. Production welding should be monitored to verify that the limits on preheat and interpass temperatures are maintained. 4. In the event that regulatory positions C.1., C.2. and C.3. above are not met, the weld is subject to rejection. However, the soundness of the weld may be verified by an acceptable examination procedure.","추록 ""USNRC R.G 1.50(1973)"" 적용 품목",정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A69
M0045-0017,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,"추록 ""USNRC R.G 1.50(1973) "" 추가에 따른 기술검토",2021-12-13,2021-12-13,haji59k11,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"USNRC Reg. Guide 1.50(1973) R.G 1.50의 주요내용 C. REGULATORY POSITION Weld fabrication for low-alloy steel components should comply with the fabrication requirements specified in Section Ⅲ and Section Ⅸ of the ASME B&PV Code supplemented by the following: 1. The Procedure qualification should require that: a.A minimum preheat and a maximum interpass temperature be specified. b.The welding procedure be qualified at the minimum preheat temperature. 2. For production welds, the preheat temperature should be maintained until a post-weld heat treatment has been performed. 3. Production welding should be monitored to verify that the limits on preheat and interpass temperatures are maintained. 4. In the event that regulatory positions C.1., C.2. and C.3. above are not met, the weld is subject to rejection. However, the soundness of the weld may be verified by an acceptable examination procedure.","추록 ""USNRC R.G 1.50(1973)"" 적용 품목",정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A53
M0043-0014,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,banabayo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A54
M0043-0015,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,sessamo,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A02
M0043-0016,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,nkfire15,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A61
M0043-0017,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,haji59k11,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A56
M0043-0018,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,kntsklim8711,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A04
M0043-0019,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,bandohoist1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A25
M0043-0020,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,ycyeon0806,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A45
